campaign_type,roi
Social Media,4.41
Display,6.88
Display,3.88
Display,4.69
Search,2.81
Influencer,7.05
Search,4.72
Search,4.65
Influencer,6.67
Search,4.52
Display,7.98
Email,7.13
Email,2.88
Search,2.85
Email,7.55
Search,7.69
Email,7.11
Influencer,3.90
Social Media,3.44
Influencer,3.80
Email,5.14
Influencer,2.25
Email,6.20
Social Media,7.60
Display,3.68
Display,7.90
Social Media,2.23
Influencer,6.19
Social Media,4.80
Display,3.98
Display,6.81
Influencer,7.31
Search,5.46
Display,7.57
Social Media,7.59
Email,6.95
Display,5.56
Display,6.58
Search,7.54
Email,4.51
Search,5.10
Display,6.03
Social Media,5.63
Social Media,5.07
Display,2.63
Social Media,6.53
Email,7.13
Email,3.74
Email,5.30
Email,5.38
Influencer,6.35
Display,4.93
Influencer,2.13
Social Media,7.47
Influencer,6.75
Influencer,6.82
Email,2.07
Display,7.44
Email,2.32
Email,7.32
Email,7.57
Display,7.74
Influencer,6.63
Search,2.01
Display,6.88
Influencer,3.44
Search,2.64
Email,5.25
Social Media,5.16
Display,2.20
Display,4.60
Display,5.14
Social Media,7.79
Search,7.97
Social Media,4.35
Email,6.09
Social Media,4.41
Social Media,4.65
Social Media,6.86
Social Media,7.10
Search,5.01
Social Media,5.85
Search,4.53
Search,5.47
Email,6.09
Influencer,6.42
Display,6.75
Search,4.71
Influencer,2.16
Display,3.57
Search,3.74
Influencer,7.04
Display,2.29
Email,4.07
Social Media,5.13
Influencer,6.72
Display,4.35
Email,6.46
Email,6.81
Social Media,5.00
Search,2.28
Search,5.23
Display,3.17
Display,5.35
Influencer,6.28
Search,7.75
Display,5.55
Social Media,5.33
Email,5.28
Display,6.15
Email,6.98
Search,3.35
Display,6.00
Search,3.67
Search,3.01
Search,3.39
Social Media,6.67
Influencer,7.02
Search,3.83
Influencer,2.48
Social Media,4.68
Display,4.69
Display,2.93
Email,2.06
Social Media,3.22
Search,6.24
Search,6.76
Email,2.77
Social Media,3.03
Email,3.61
Influencer,2.89
Social Media,3.94
Email,2.53
Email,6.34
Display,2.64
Email,5.04
Influencer,5.74
Display,6.27
Search,2.58
Email,5.68
Email,5.89
Social Media,6.64
Influencer,4.76
Email,2.73
Email,2.20
Display,2.90
Search,6.30
Search,2.80
Email,5.77
Search,2.06
Influencer,6.03
Display,7.80
Email,6.53
Social Media,3.13
Search,2.76
Email,7.15
Display,3.79
Email,6.16
Email,5.61
Display,5.25
Search,4.16
Email,6.24
Search,6.63
Email,4.54
Social Media,5.08
Display,7.70
Search,3.89
Search,7.05
Social Media,5.06
Social Media,7.76
Search,2.97
Search,7.59
Search,5.52
Display,4.27
Social Media,7.63
Social Media,2.22
Display,3.56
Search,7.95
Display,5.77
Email,5.38
Email,7.34
Social Media,5.95
Display,2.06
Display,6.45
Social Media,3.15
Search,3.10
Display,5.62
Email,7.53
Social Media,6.84
Influencer,3.40
Influencer,2.87
Influencer,4.74
Email,4.70
Email,7.22
Social Media,2.72
Display,3.21
Display,4.28
Influencer,4.26
Email,7.34
Search,7.54
Social Media,6.54
Email,2.16
Search,6.98
Influencer,4.53
Email,7.36
Email,2.75
Search,5.68
Email,5.37
Social Media,2.81
Email,4.66
Influencer,7.37
Search,4.94
Display,2.05
Search,5.30
Email,6.97
Display,3.81
Influencer,2.59
Email,5.38
Influencer,5.25
Search,3.71
Email,7.91
Email,3.50
Email,4.30
Search,4.43
Display,4.07
Influencer,5.14
Social Media,3.04
Influencer,7.93
Display,5.31
Display,2.86
Email,3.32
Display,2.07
Email,4.08
Social Media,3.17
Search,4.67
Email,4.21
Email,3.72
Email,3.89
Influencer,4.07
Social Media,2.63
Influencer,4.32
Email,5.41
Influencer,6.55
Search,3.04
Social Media,3.98
Search,4.98
Social Media,3.73
Social Media,6.83
Influencer,4.08
Influencer,3.81
Social Media,2.77
Influencer,5.52
Social Media,3.26
Influencer,3.74
Display,2.04
Display,4.34
Email,6.08
Search,5.25
Search,7.94
Display,7.32
Search,2.78
Influencer,5.07
Email,4.67
Search,2.51
Email,3.03
Search,7.14
Search,2.57
Search,6.23
Display,6.76
Email,3.23
Email,5.29
Email,4.02
Search,6.20
Display,6.48
Influencer,3.93
Email,4.06
Influencer,2.46
Email,6.80
Influencer,6.94
Email,6.55
Email,5.21
Search,2.13
Search,7.94
Email,7.34
Display,6.03
Display,4.00
Display,5.75
Search,2.51
Search,3.75
Display,6.58
Search,4.68
Social Media,6.78
Social Media,3.02
Social Media,6.99
Influencer,5.49
Social Media,2.52
Search,2.19
Social Media,6.74
Display,3.08
Social Media,4.15
Influencer,5.19
Social Media,3.07
Influencer,5.25
Search,7.07
Influencer,2.97
Display,4.20
Influencer,6.27
Email,3.12
Social Media,4.06
Display,2.36
Display,4.14
Influencer,3.17
Influencer,7.10
Email,6.70
Influencer,5.06
Email,7.59
Influencer,6.26
Email,7.50
Social Media,4.05
Email,6.82
Social Media,7.26
Influencer,7.12
Search,2.74
Social Media,3.42
Social Media,5.67
Social Media,7.82
Email,2.04
Email,5.64
Social Media,5.84
Influencer,7.57
Search,7.55
Influencer,7.08
Social Media,7.57
Social Media,7.65
Display,7.16
Search,2.09
Influencer,7.26
Social Media,7.46
Social Media,7.43
Display,5.18
Display,6.91
Social Media,3.18
Display,7.58
Social Media,4.27
Email,4.78
Search,3.70
Influencer,5.23
Search,2.06
Influencer,5.16
Search,5.33
Display,6.10
Display,6.69
Search,2.57
Social Media,4.37
Social Media,6.87
Influencer,3.12
Search,2.36
Email,4.44
Search,3.38
Email,4.86
Display,3.96
Email,3.59
Display,7.50
Display,6.46
Social Media,4.84
Social Media,4.22
Influencer,2.70
Display,5.63
Email,5.84
Search,5.22
Social Media,6.40
Influencer,4.27
Social Media,5.20
Social Media,5.39
Display,7.67
Social Media,7.36
Search,6.83
Display,3.00
Influencer,3.49
Display,7.18
Email,6.92
Influencer,4.10
Social Media,6.56
Search,3.28
Social Media,3.15
Email,5.88
Display,6.29
Influencer,5.66
Search,4.62
Social Media,5.32
Email,6.32
Display,3.37
Search,3.12
Search,2.49
Display,4.26
Influencer,7.10
Social Media,6.96
Social Media,7.78
Influencer,2.24
Search,7.38
Social Media,7.31
Social Media,5.95
Display,4.32
Email,7.69
Email,4.89
Display,5.92
Influencer,7.15
Social Media,3.00
Email,3.63
Influencer,2.53
Search,5.49
Influencer,4.60
Email,5.30
Email,3.59
Search,4.76
Display,4.28
Search,7.74
Email,6.09
Email,6.26
Search,5.62
Influencer,7.26
Search,5.50
Search,4.21
Social Media,2.67
Influencer,2.01
Email,2.02
Email,5.59
Influencer,6.36
Social Media,4.13
Search,3.75
Search,3.10
Influencer,3.10
Email,6.10
Influencer,3.43
Display,4.83
Display,2.19
Influencer,7.02
Search,5.81
Social Media,4.49
Search,5.56
Social Media,6.22
Social Media,6.53
Search,7.89
Influencer,5.34
Display,3.20
Email,6.00
Social Media,6.90
Search,4.91
Email,6.03
Search,4.89
Display,2.16
Influencer,2.16
Social Media,6.80
Search,3.89
Influencer,3.68
Display,4.84
Display,2.40
Social Media,4.69
Email,5.78
Search,7.75
Search,7.85
Search,3.68
Display,6.11
Search,2.61
Display,4.27
Influencer,6.96
Social Media,6.93
Social Media,5.14
Email,2.41
Display,7.95
Influencer,5.86
Email,6.07
Email,2.01
Social Media,6.15
Display,6.84
Social Media,7.18
Influencer,6.81
Search,5.23
Email,2.57
Search,7.33
Social Media,2.49
Email,5.01
Email,4.00
Influencer,4.23
Search,7.28
Influencer,3.50
Email,3.06
Influencer,5.13
Email,4.75
Influencer,6.95
Email,7.15
Display,3.69
Influencer,2.71
Social Media,7.57
Email,7.21
Social Media,4.82
Search,3.24
Search,7.22
Search,5.43
Display,3.17
Search,5.34
Display,3.09
Display,3.37
Influencer,5.40
Social Media,6.46
Email,3.29
Social Media,2.54
Search,2.06
Email,3.36
Social Media,4.61
Display,4.92
Search,2.73
Search,4.51
Social Media,5.58
Social Media,4.43
Search,5.25
Social Media,6.75
Search,6.82
Display,7.31
Search,4.26
Social Media,6.23
Influencer,4.51
Influencer,6.65
Social Media,4.83
Email,7.66
Display,7.05
Display,2.65
Social Media,4.70
Influencer,7.33
Social Media,2.95
Influencer,7.94
Social Media,6.39
Influencer,7.72
Social Media,6.81
Search,4.92
Social Media,5.27
Search,4.76
Search,6.01
Email,6.86
Search,4.08
Search,2.15
Display,4.65
Email,3.17
Display,5.80
Email,2.86
Email,2.71
Display,6.91
Display,2.54
Influencer,2.64
Social Media,6.96
Social Media,4.55
Email,2.28
Influencer,3.50
Email,7.98
Social Media,3.65
Display,6.78
Search,4.47
Influencer,5.77
Search,3.68
Email,5.73
Display,6.33
Display,4.05
Search,5.14
Influencer,7.25
Display,4.25
Email,5.66
Search,3.89
Search,2.76
Social Media,7.09
Display,7.59
Email,5.34
Search,3.05
Email,7.36
Social Media,7.37
Influencer,5.96
Email,5.62
Search,7.18
Influencer,6.72
Social Media,5.83
Influencer,7.06
Email,3.39
Display,5.79
Email,7.52
Influencer,5.32
Influencer,2.35
Display,3.94
Email,5.89
Influencer,2.65
Search,7.91
Display,4.61
Social Media,4.42
Search,6.74
Search,3.69
Influencer,6.71
Social Media,4.71
Social Media,4.17
Display,4.61
Email,7.86
Search,4.87
Email,7.48
Search,6.68
Influencer,4.41
Search,2.05
Social Media,6.04
Influencer,4.94
Influencer,4.58
Search,7.49
Social Media,7.74
Display,4.75
Influencer,7.37
Social Media,6.42
Search,3.53
Email,5.47
Email,6.64
Influencer,7.42
Email,2.14
Display,7.63
Email,6.19
Social Media,5.30
Influencer,3.97
Email,4.17
Social Media,3.55
Email,3.64
Email,4.52
Social Media,6.18
Display,6.91
Display,6.35
Display,6.68
Influencer,7.45
Email,3.35
Influencer,6.16
Search,5.63
Social Media,7.24
Email,7.83
Search,4.88
Search,7.13
Email,7.68
Email,3.80
Social Media,3.31
Email,6.80
Influencer,7.19
Display,3.93
Email,6.05
Email,6.96
Display,3.89
Influencer,2.26
Influencer,6.70
Email,4.13
Display,2.68
Influencer,4.35
Influencer,6.80
Influencer,2.36
Display,6.88
Display,4.20
Influencer,6.49
Search,7.38
Influencer,6.89
Email,3.23
Display,5.62
Social Media,3.27
Display,6.44
Influencer,4.70
Influencer,4.44
Display,4.20
Email,2.55
Display,7.76
Email,2.04
Social Media,3.84
Display,6.04
Display,6.71
Influencer,3.81
Social Media,4.54
Search,5.26
Social Media,3.69
Display,6.20
Influencer,7.29
Influencer,4.41
Display,4.36
Search,4.95
Display,5.64
Influencer,7.78
Social Media,3.60
Influencer,3.12
Display,5.54
Display,7.17
Email,4.74
Social Media,7.77
Search,4.13
Search,4.61
Search,7.64
Search,4.49
Email,2.31
Display,3.00
Display,2.35
Search,2.35
Social Media,7.13
Social Media,5.90
Influencer,3.85
Social Media,7.26
Influencer,3.95
Display,7.97
Social Media,4.30
Display,6.24
Influencer,3.31
Display,3.78
Email,6.61
Social Media,6.06
Email,3.58
Email,3.13
Search,2.96
Influencer,3.34
Influencer,4.38
Influencer,7.00
Search,5.35
Display,5.62
Email,4.55
Social Media,4.73
Display,6.47
Social Media,3.24
Social Media,2.13
Email,2.04
Display,2.04
Email,4.19
Influencer,5.86
Display,5.33
Email,4.87
Search,3.65
Search,3.39
Search,6.84
Search,4.05
Social Media,7.76
Influencer,5.87
Search,3.33
Search,6.65
Social Media,7.96
Social Media,3.76
Social Media,7.37
Email,4.39
Email,7.97
Search,7.21
Social Media,3.98
Influencer,7.03
Display,4.28
Email,6.22
Email,3.64
Influencer,3.97
Social Media,7.86
Influencer,6.63
Email,4.90
Influencer,5.36
Influencer,5.44
Display,3.21
Display,2.74
Search,6.99
Social Media,7.08
Influencer,7.21
Influencer,4.96
Display,4.53
Display,6.68
Influencer,3.22
Social Media,2.73
Influencer,5.57
Email,6.94
Display,7.84
Email,2.96
Search,6.04
Display,3.97
Influencer,6.21
Search,6.59
Social Media,7.17
Social Media,2.63
Search,7.44
Search,2.80
Search,7.63
Display,2.37
Search,4.88
Email,4.13
Search,2.21
Search,6.93
Search,2.90
Display,7.88
Influencer,5.53
Influencer,3.97
Email,2.18
Social Media,2.49
Social Media,4.36
Influencer,7.91
Social Media,3.86
Social Media,6.75
Email,2.54
Email,3.76
Email,6.53
Social Media,2.27
Email,7.57
Display,4.59
Display,4.46
Search,3.97
Email,4.04
Social Media,7.07
Search,6.93
Social Media,2.75
Social Media,2.39
Influencer,7.37
Display,4.97
Search,3.95
Email,6.39
Social Media,7.11
Social Media,4.90
Display,4.50
Social Media,7.60
Influencer,2.70
Display,5.29
Social Media,2.85
Email,3.95
Influencer,4.26
Search,6.63
Email,5.46
Social Media,6.13
Display,7.33
Search,2.97
Influencer,2.99
Display,5.27
Social Media,2.24
Display,6.03
Social Media,5.26
Search,3.89
Search,7.84
Email,7.46
Social Media,3.70
Search,4.99
Email,6.06
Display,7.77
Display,6.81
Email,6.25
Email,3.14
Influencer,6.50
Display,3.53
Email,7.13
Search,5.39
Email,6.28
Search,7.58
Social Media,7.45
Influencer,3.53
Influencer,2.06
Display,4.95
Display,2.80
Influencer,6.24
Search,2.38
Social Media,7.50
Display,2.24
Display,2.90
Search,6.54
Search,7.84
Influencer,7.51
Display,6.91
Display,7.58
Display,7.92
Search,3.48
Influencer,3.31
Social Media,2.34
Search,3.23
Social Media,5.31
Email,2.30
Email,3.56
Social Media,4.37
Search,2.68
Influencer,2.62
Email,7.27
Display,5.97
Search,2.91
Search,5.18
Email,3.95
Influencer,3.11
Influencer,5.08
Search,3.10
Social Media,5.03
Social Media,3.69
Display,4.44
Email,4.80
Search,7.76
Email,7.07
Display,7.17
Social Media,2.38
Search,5.81
Email,3.88
Social Media,3.14
Social Media,3.38
Search,7.48
Email,3.31
Social Media,4.15
Search,5.57
Influencer,3.00
Influencer,6.04
Social Media,4.20
Social Media,6.81
Email,2.19
Influencer,4.59
Search,6.09
Search,6.80
Email,6.76
Search,5.50
Social Media,2.02
Influencer,4.13
Influencer,7.71
Search,3.56
Search,5.99
Search,3.36
Display,3.63
Display,4.07
Social Media,3.14
Social Media,2.50
Influencer,3.71
Influencer,5.42
Search,7.27
Search,4.61
Influencer,5.83
Search,6.35
Search,3.33
Social Media,7.80
Influencer,4.57
Display,2.56
Display,3.01
Influencer,3.35
Influencer,7.24
Search,7.84
Display,4.62
Display,4.58
Search,4.84
Influencer,5.42
Search,6.21
Influencer,3.29
Search,7.97
Display,7.65
Social Media,6.57
Email,7.02
Email,4.88
Display,2.41
Email,3.65
Search,4.55
Email,5.90
Influencer,3.67
Social Media,7.72
Display,4.29
Influencer,6.24
Influencer,6.07
Search,4.72
Social Media,3.59
Social Media,7.35
Display,7.41
Email,4.19
Email,3.03
Display,7.12
Social Media,5.40
Display,3.66
Display,6.15
Influencer,6.25
Display,7.79
Email,5.47
Social Media,7.15
Email,6.34
Influencer,2.49
Influencer,5.54
Influencer,3.54
Email,6.82
Social Media,5.10
Search,7.44
Social Media,6.86
Influencer,5.62
Email,3.29
Email,6.77
Email,2.56
Search,7.73
Search,6.42
Search,3.60
Email,6.95
Social Media,7.94
Social Media,3.50
Influencer,5.66
Social Media,3.59
Social Media,2.38
Email,3.30
Display,3.66
Social Media,5.98
Email,2.90
Email,2.57
Search,4.33
Influencer,5.25
Email,4.73
Influencer,3.25
Influencer,6.19
Display,5.68
Influencer,2.65
Display,3.14
Email,4.63
Display,3.49
Influencer,6.01
Social Media,7.00
Influencer,7.24
Influencer,5.85
Email,4.89
Search,6.36
Email,3.09
Email,5.03
Influencer,2.39
Social Media,6.95
Social Media,4.96
Display,6.83
Influencer,2.26
Display,6.34
Search,3.42
Social Media,4.24
Display,4.10
Influencer,5.12
Influencer,4.38
Email,4.34
Influencer,4.35
Influencer,3.47
Email,7.22
Search,2.09
Email,5.07
Influencer,2.25
Influencer,5.19
Social Media,7.85
Display,3.05
Influencer,7.97
Search,5.72
Email,6.40
Search,3.55
Search,3.13
Influencer,4.51
Search,4.08
Display,2.90
Search,7.75
Email,7.41
Influencer,3.12
Email,7.02
Search,4.01
Search,6.58
Search,3.56
Display,2.57
Email,3.68
Social Media,7.04
Search,4.93
Search,2.01
Influencer,6.82
Search,6.09
Social Media,6.02
Search,5.92
Influencer,4.27
Email,5.18
Display,4.09
Influencer,7.01
Search,6.29
Influencer,3.23
Email,2.08
Email,7.58
Social Media,5.17
Email,4.77
Search,5.16
Social Media,6.04
Email,7.79
Display,3.56
Search,6.61
Influencer,3.62
Social Media,6.32
Email,3.60
Email,6.62
Search,4.98
Influencer,5.22
Search,6.51
Display,5.57
Social Media,7.01
Social Media,6.54
Email,4.88
Search,4.88
Display,7.05
Email,2.70
Social Media,7.21
Influencer,3.32
Display,5.20
Email,3.05
Display,7.63
Display,3.39
Influencer,6.61
Email,6.06
Display,6.96
Social Media,4.23
Influencer,4.65
Social Media,7.26
Influencer,5.01
Social Media,2.17
Display,4.71
Social Media,6.28
Influencer,4.63
Search,5.33
Display,3.03
Search,7.19
Search,5.51
Social Media,3.79
Influencer,6.05
Influencer,3.14
Display,7.20
Influencer,6.85
Search,7.64
Social Media,6.40
Display,4.81
Display,3.42
Email,6.66
Email,4.68
Search,2.97
Email,5.05
Email,6.61
Search,5.24
Email,2.33
Influencer,2.40
Search,2.68
Display,5.08
Email,7.13
Social Media,6.20
Social Media,5.80
Influencer,4.69
Email,3.54
Social Media,6.79
Social Media,3.74
Display,5.39
Display,2.44
Influencer,4.20
Social Media,3.15
Email,5.83
Display,4.34
Influencer,4.86
Social Media,3.89
Display,7.25
Search,4.96
Search,4.49
Display,4.67
Email,6.44
Display,2.79
Display,4.04
Influencer,6.48
Search,2.23
Email,4.37
Display,5.24
Search,4.11
Influencer,4.14
Influencer,6.88
Social Media,6.41
Influencer,6.25
Display,7.45
Search,3.33
Email,3.50
Influencer,3.50
Display,4.90
Search,7.75
Search,6.74
Social Media,2.78
Search,5.67
Email,2.76
Search,2.16
Social Media,7.40
Email,2.13
Display,7.59
Social Media,3.99
Social Media,7.71
Email,7.28
Influencer,2.72
Social Media,4.31
Influencer,6.03
Social Media,4.21
Email,7.07
Search,6.99
Search,3.61
Display,3.43
Display,6.35
Search,2.38
Display,7.48
Email,2.86
Search,6.15
Display,6.07
Social Media,5.53
Email,2.86
Display,2.64
Email,4.45
Email,6.98
Display,7.28
Search,6.09
Email,6.63
Social Media,7.72
Search,3.52
Display,7.76
Social Media,7.83
Display,3.83
Email,4.00
Social Media,7.73
Search,7.25
Email,5.67
Display,3.29
Display,6.02
Email,5.79
Email,6.76
Display,3.42
Social Media,6.01
Search,2.14
Display,2.84
Display,7.22
Search,6.84
Display,4.74
Search,6.88
Social Media,6.85
Search,6.56
Email,7.46
Search,4.02
Search,2.34
Display,4.52
Email,2.42
Influencer,5.92
Influencer,4.50
Email,3.52
Display,4.32
Influencer,3.46
Search,2.35
Email,6.17
Email,5.43
Email,2.34
Display,6.06
Search,3.14
Influencer,3.30
Social Media,4.79
Email,5.59
Social Media,3.70
Search,4.62
Search,6.27
Display,5.84
Influencer,4.74
Search,5.29
Email,4.28
Social Media,5.90
Email,6.95
Display,5.33
Display,5.75
Email,2.91
Email,6.12
Influencer,3.93
Social Media,5.38
Social Media,4.79
Display,4.97
Email,6.01
Display,2.90
Display,7.81
Search,2.36
Social Media,6.42
Social Media,7.61
Display,6.88
Display,6.41
Influencer,4.28
Social Media,4.43
Influencer,7.66
Influencer,7.76
Display,3.95
Email,5.69
Display,7.76
Search,4.88
Search,4.76
Influencer,7.42
Social Media,2.40
Email,7.79
Search,5.16
Social Media,4.90
Display,5.32
Display,7.76
Social Media,6.69
Search,2.15
Search,4.34
Influencer,5.05
Social Media,7.24
Social Media,6.68
Email,4.43
Email,4.99
Social Media,2.73
Social Media,5.61
Display,6.86
Display,2.58
Display,2.04
Social Media,3.33
Display,3.00
Search,2.53
Email,2.03
Social Media,6.54
Influencer,3.92
Social Media,6.80
Influencer,6.99
Display,4.73
Social Media,4.85
Search,4.40
Social Media,6.95
Display,5.58
Influencer,2.09
Search,7.97
Social Media,5.80
Social Media,6.35
Display,6.04
Email,7.98
Email,5.82
Social Media,6.10
Influencer,4.01
Social Media,2.00
Search,3.21
Display,7.95
Display,2.42
Display,2.43
Influencer,5.76
Social Media,2.93
Search,3.87
Social Media,5.84
Influencer,4.08
Search,5.31
Search,6.35
Social Media,4.69
Social Media,4.84
Email,7.94
Email,3.65
Influencer,6.73
Social Media,7.93
Social Media,3.74
Email,2.37
Search,2.88
Social Media,3.05
Social Media,6.81
Search,5.35
Search,4.62
Influencer,6.55
Email,2.37
Social Media,6.27
Social Media,3.10
Email,5.19
Search,3.32
Influencer,3.93
Influencer,2.66
Display,7.56
Email,7.61
Email,7.15
Influencer,2.03
Email,7.20
Search,6.37
Social Media,7.82
Influencer,7.12
Influencer,3.97
Social Media,3.20
Influencer,7.45
Social Media,5.55
Influencer,3.12
Email,3.32
Search,3.42
Display,2.07
Influencer,6.45
Display,5.72
Email,2.37
Email,4.00
Influencer,4.67
Email,5.96
Email,7.18
Influencer,7.12
Display,7.76
Search,4.69
Search,2.58
Influencer,4.40
Email,7.51
Search,4.65
Search,6.48
Influencer,6.31
Display,7.99
Search,4.99
Social Media,4.34
Display,7.20
Influencer,4.60
Search,3.50
Social Media,7.14
Search,5.54
Display,7.50
Display,5.41
Search,2.13
Display,6.38
Search,7.08
Influencer,7.21
Influencer,2.19
Email,7.69
Display,2.79
Display,6.24
Email,2.96
Email,6.28
Social Media,6.95
Social Media,2.12
Search,4.09
Influencer,3.60
Display,2.88
Social Media,3.32
Search,2.28
Influencer,7.73
Email,4.27
Social Media,5.88
Display,4.50
Influencer,4.86
Social Media,4.34
Email,2.96
Influencer,2.42
Email,5.72
Influencer,3.59
Social Media,2.82
Influencer,2.08
Display,7.27
Email,6.42
Email,4.66
Display,2.81
Influencer,5.28
Social Media,7.79
Display,4.11
Influencer,5.14
Email,4.29
Influencer,7.56
Email,7.47
Influencer,4.62
Social Media,2.09
Social Media,3.55
Search,6.14
Email,2.98
Search,4.23
Search,6.39
Search,3.37
Social Media,4.03
Display,5.78
Social Media,7.79
Social Media,7.18
Search,4.11
Influencer,3.12
Email,6.90
Display,5.88
Social Media,2.38
Email,7.24
Search,3.39
Social Media,2.25
Influencer,5.11
Search,4.47
Social Media,4.54
Social Media,5.97
Display,3.45
Social Media,5.61
Influencer,5.80
Email,4.23
Influencer,5.43
Social Media,3.55
Display,5.40
Search,2.97
Social Media,3.56
Search,7.47
Display,5.80
Display,4.33
Influencer,3.82
Search,4.66
Search,2.94
Influencer,4.86
Display,5.50
Email,4.25
Search,2.31
Influencer,2.61
Search,7.85
Display,5.11
Email,3.60
Email,6.30
Influencer,5.27
Display,6.51
Search,6.04
Social Media,4.84
Influencer,3.10
Display,5.71
Email,7.46
Social Media,2.11
Display,4.45
Influencer,7.52
Display,4.36
Influencer,6.60
Social Media,4.32
Display,6.71
Email,2.59
Influencer,5.20
Email,6.43
Social Media,3.54
Influencer,6.92
Email,3.36
Display,2.61
Display,5.65
Influencer,2.50
Search,4.52
Influencer,6.80
Social Media,5.22
Email,6.79
Display,7.97
Search,3.95
Search,5.34
Search,2.37
Search,5.16
Social Media,6.46
Email,6.95
Social Media,5.77
Search,2.27
Search,7.28
Email,4.57
Search,3.13
Display,2.78
Social Media,5.71
Search,7.10
Influencer,3.79
Influencer,3.85
Display,7.86
Display,7.31
Search,6.64
Influencer,6.76
Email,6.62
Display,2.89
Email,7.55
Social Media,5.41
Search,2.92
Influencer,5.06
Influencer,2.57
Social Media,7.86
Display,5.28
Email,6.00
Email,4.07
Influencer,2.79
Search,3.88
Social Media,3.74
Search,4.18
Display,3.21
Email,4.22
Email,7.00
Search,2.39
Search,6.33
Search,6.48
Influencer,6.08
Email,5.16
Email,5.03
Search,2.84
Influencer,6.91
Search,5.69
Search,2.78
Influencer,3.56
Display,6.20
Display,5.64
Influencer,2.66
Search,4.26
Display,4.08
Social Media,5.43
Display,7.66
Email,2.71
Social Media,6.86
Influencer,7.16
Email,7.75
Email,7.51
Social Media,3.07
Social Media,6.62
Influencer,3.67
Email,2.23
Display,2.69
Email,2.58
Search,3.88
Search,5.46
Social Media,5.67
Social Media,5.78
Email,6.08
Email,3.13
Social Media,4.63
Email,2.44
Social Media,5.44
Display,2.12
Display,2.03
Display,6.33
Email,6.10
Influencer,2.45
Email,7.82
Email,7.30
Social Media,3.14
Search,5.10
Email,3.33
Display,7.75
Email,6.65
Display,7.24
Search,2.49
Email,3.68
Social Media,3.89
Search,7.64
Email,5.28
Social Media,2.30
Social Media,2.75
Social Media,6.64
Email,6.67
Social Media,6.86
Display,7.52
Search,7.73
Search,6.18
Display,6.52
Social Media,4.29
Email,4.04
Display,3.92
Social Media,3.13
Social Media,7.85
Display,4.13
Search,3.76
Social Media,2.71
Email,6.71
Search,5.39
Display,4.99
Influencer,6.69
Influencer,7.16
Search,5.86
Display,7.61
Social Media,5.38
Social Media,4.36
Email,2.60
Influencer,2.17
Email,4.44
Email,6.86
Display,2.40
Influencer,2.92
Search,2.70
Search,3.00
Social Media,2.16
Social Media,7.75
Influencer,5.85
Influencer,2.09
Search,7.13
Influencer,2.12
Search,6.08
Influencer,3.73
Social Media,5.51
Social Media,6.43
Influencer,3.56
Social Media,7.03
Display,5.54
Social Media,3.95
Display,7.28
Email,3.28
Social Media,6.45
Display,6.24
Social Media,2.59
Email,2.80
Influencer,6.17
Social Media,7.29
Influencer,3.00
Search,3.88
Influencer,7.15
Email,3.67
Influencer,3.50
Influencer,7.60
Display,3.81
Social Media,2.25
Influencer,5.16
Email,3.05
Display,4.20
Search,6.49
Email,6.75
Display,5.15
Social Media,2.25
Display,6.48
Social Media,6.62
Email,6.41
Email,4.22
Display,5.70
Display,4.53
Search,3.38
Search,6.37
Social Media,6.02
Influencer,7.32
Display,4.79
Email,2.96
Search,5.34
Social Media,2.51
Email,2.59
Email,5.11
Social Media,4.93
Email,5.97
Display,7.45
Display,3.55
Influencer,4.31
Social Media,6.70
Influencer,3.44
Display,7.21
Email,6.91
Social Media,4.43
Social Media,3.96
Social Media,7.04
Search,5.59
Display,5.55
Email,2.57
Influencer,7.55
Display,5.52
Influencer,3.16
Social Media,6.95
Influencer,5.76
Email,4.08
Search,7.85
Email,3.35
Email,2.61
Search,7.98
Email,3.12
Email,4.28
Social Media,7.35
Influencer,2.75
Email,7.38
Social Media,2.06
Display,2.38
Search,6.96
Email,7.27
Search,7.28
Influencer,6.33
Influencer,5.25
Display,2.41
Influencer,4.63
Influencer,4.04
Email,3.13
Social Media,6.66
Display,7.14
Email,2.68
Search,3.13
Social Media,3.77
Email,2.42
Email,3.95
Influencer,3.13
Social Media,2.03
Social Media,3.27
Email,6.37
Email,3.47
Display,7.37
Search,5.11
Influencer,4.42
Social Media,3.03
Search,2.95
Display,6.68
Display,6.64
Search,4.94
Influencer,2.63
Search,3.27
Search,6.95
Email,3.94
Social Media,6.24
Email,3.41
Display,3.11
Influencer,3.19
Social Media,7.21
Social Media,4.40
Display,7.63
Display,2.60
Social Media,2.52
Influencer,2.03
Email,4.52
Social Media,3.20
Influencer,3.06
Social Media,5.41
Social Media,2.60
Display,4.38
Influencer,7.94
Display,3.36
Display,4.95
Social Media,5.54
Email,4.32
Display,5.60
Display,6.52
Search,3.82
Social Media,2.14
Influencer,7.77
Email,7.75
Search,6.41
Influencer,7.13
Display,5.22
Search,2.09
Search,7.00
Search,6.06
Display,7.57
Search,5.82
Social Media,2.87
Influencer,7.25
Social Media,7.84
Influencer,4.95
Social Media,6.74
Search,3.45
Influencer,5.00
Social Media,4.78
Display,7.76
Search,4.28
Display,5.96
Search,4.10
Email,7.18
Social Media,3.71
Display,6.23
Influencer,6.63
Influencer,2.26
Search,6.94
Social Media,2.18
